SPEAKER_TYPE,DEBATE_DATE,DEBATE_TIME_UTC,DEBATE_TIMESTAMP_UTC,DEBATE_NAME,SPEAKER,TEXT,NEG,NEU,POS,COMPOUND,FIRSTMATCH,STARTTIME,LASTMATCH,ENDTIME,SIMPLE,MATCHED,RATIO,CANDIDATE_ID,FEC_CANDIDATE_ID,FEC_COMMITTEE_ID,PARTY,ACTIVE,TWITTER_PRIMARY,TWITTER_ALL,IS_INCUMBENT,NAME_FIRST,NAME_LAST,NAME_FULL
candidate,2019-06-26,01:14:14,2019-06-27 01:14:14.000,NBC 06-26-2019 Night 1,DE BLASIO,Well we've been addressing income inequality in New York City by raising wages by raising benefits by putting money back in the hands of working people $15 minimum wage paid sick days pre-K for all things that are making a huge difference in working people's lives.,0.064,0.799,0.136,0.4019,2205,854.012,2250,868.422,well we've been addressing income inequality in new york city by raising wages by raising benefits by putting money back in the hands of working people $15 minimum wage paid sick days pre-k for all things that are making a huge difference in working people's lives,well we've been dressing income inequality in new york city by raising wages by raising benefits by putting money back in the hands of working people $15 minimum wage paid sick days pre k for all things they're making a huge difference in working people's lives,0.979047619047619,21.00000,P00012054,C00706697,Democrat,TRUE,@BILLDEBLASIO,"[
  ""@BILLDEBLASIO""
]",FALSE,Bill,de Blasio,"de Blasio, Bill"
candidate,2019-06-26,01:14:29,2019-06-27 01:14:29.000,NBC 06-26-2019 Night 1,DE BLASIO,But let me tell you what we're hearing here already in the first round of questions is that battle for the heart and soul of our party. I want to make it clear. This is supposed to be the party of working people. Yes we're supposed to be for a 70 percent tax rate on the wealthy. Yes we're supposed to be for free college free public college for our young people. We are supposed to break up big corporations when they're not serving our democracy.,0.026,0.737,0.237,0.9595,2251,868.812,2334,894.604,but let me tell you what we're hearing here already in the first round of questions is that battle for the heart and soul of our party i want to make it clear this is supposed to be the party of working people yes we're supposed to be for a 70 percent tax rate on the wealthy yes we're supposed to be for free college free public college for our young people we are supposed to break up big corporations when they're not serving our democracy,but let me tell you what we're hearing here already in the first round of questions is that battle for the heart and soul of our party i want to make get clear this is supposed to be the party of working people yes we're supposed to be for 70% tax rate on the wealthy yes we're supposed to be for free college free public college for our young people we are supposed to break up big corporations when they're not serving our democracy,0.9840182648401826,21.00000,P00012054,C00706697,Democrat,TRUE,@BILLDEBLASIO,"[
  ""@BILLDEBLASIO""
]",FALSE,Bill,de Blasio,"de Blasio, Bill"
candidate,2019-06-26,01:14:55,2019-06-27 01:14:55.000,NBC 06-26-2019 Night 1,DE BLASIO,This Democratic Party has to be strong and bold and progressive. And in New York we've proven that we can do something very different we can put money back in the hands of working people. And let me tell you every time you talk about investing in people and their communities you hear folks say there's not enough money. What I say to them every single time is there's plenty of money in this world there's plenty of money in this country. It's just in the wrong hands. Democrats have to fix that. (APPLAUSE),0.031,0.884,0.085,0.6705,2335,894.934,2427,919.684,this democratic party has to be strong and bold and progressive and in new york we've proven that we can do something very different we can put money back in the hands of working people and let me tell you every time you talk about investing in people and their communities you hear folks say there's not enough money what i say to them every single time is there's plenty of money in this world there's plenty of money in this country it's just in the wrong hands democrats have to fix that (applause),this democratic party has to be strong and bold and progressive and in new york we prove it that we can do something very different we can put money back in the hands of working people and let me tell you every time you talk about investing in people in their communities you here folks say there's not enough money what i say them every single time is there's plenty of money in this world there's plenty of money in this country it's just in the wrong hands democrats have to fix that,0.9736842105263158,21.00000,P00012054,C00706697,Democrat,TRUE,@BILLDEBLASIO,"[
  ""@BILLDEBLASIO""
]",FALSE,Bill,de Blasio,"de Blasio, Bill"
moderator,2019-06-26,01:15:20,2019-06-27 01:15:20.000,NBC 06-26-2019 Night 1,DIAZ-BALART,Congressman Delaney do you agree?,0.0,0.615,0.385,0.3612,2428,920.334,2430,921.454,congressman delaney do you agree,delaney you agree,0.6938775510204082,,,,,,,,,,,
candidate,2019-06-26,01:15:23,2019-06-27 01:15:23.000,NBC 06-26-2019 Night 1,DELANEY,I think we have to do real things to help American workers and the American people. Right? This is the issue that all of us hear on the campaign trail. We need to make sure everyone has a living wage. And I've called for a doubling of the earned income tax credit raising the minimum wage and creating paid family leave. That will create a situation where people actually have a living wage. That gets right to workers.,0.015,0.836,0.149,0.8658,2431,923.094,2508,944.554,i think we have to do real things to help american workers and the american people right this is the issue that all of us hear on the campaign trail we need to make sure everyone has a living wage and i've called for a doubling of the earned income tax credit raising the minimum wage and creating paid family leave that will create a situation where people actually have a living wage that gets right to workers,i think we need to do really things to help american workers in the american people right this is the issue that all of us here on the campaign trail we need to make sure everyone has a living wage and i've called for a doubling of the earned income tax credit raising the minimum wage and creating paid family leave that will create a situation where people actually have a living wage that gets right toe workers,0.9830508474576272,10.00000,P00006213,C00508416,Democrat,TRUE,@JOHNDELANEY,"[
  ""@JOHNDELANEY""
]",FALSE,John,Delaney,"Delaney, John K."
candidate,2019-06-26,01:15:45,2019-06-27 01:15:45.000,NBC 06-26-2019 Night 1,DELANEY,Then we've got to fix our public education system. It's not delivering the results our kids needs nor is college and post high school career and technical training programs doing that.,0.0,1.0,0.0,0.0,2509,944.814,2537,954.564,then we've got to fix our public education system it's not delivering the results our kids needs nor is college and post high school career and technical training programs doing that,then we gotta fix our public education system it's not delivering the results are kids needs nora's college in post high school career and technical training programs doing that,0.9526462395543176,10.00000,P00006213,C00508416,Democrat,TRUE,@JOHNDELANEY,"[
  ""@JOHNDELANEY""
]",FALSE,John,Delaney,"Delaney, John K."
candidate,2019-06-26,01:15:55,2019-06-27 01:15:55.000,NBC 06-26-2019 Night 1,DELANEY,You know I'm very different than everyone else here on the stage. Prior to being in Congress I was an entrepreneur. I started two businesses. I created thousands of jobs. I spent my whole career helping small- to mid-sized businesses all over the country 5000 of them I supported. The Obama administration gave me an award for lending to disadvantaged communities.,0.042,0.801,0.157,0.743,2538,954.924,2598,976.304,you know i'm very different than everyone else here on the stage prior to being in congress i was an entrepreneur i started two businesses i created thousands of jobs i spent my whole career helping small- to mid-sized businesses all over the country 5000 of them i supported the obama administration gave me an award for lending to disadvantaged communities,"you know i'm very different than everyone else here on the stage prior to being in congress i was an entrepreneur i started to businesses i created thousands of jobs i spent my whole career helping small to midsize businesses all over the country 10,000 of them i supported the obama administration gave me an award for lending to disadvantaged communities",0.988795518207283,10.00000,P00006213,C00508416,Democrat,TRUE,@JOHNDELANEY,"[
  ""@JOHNDELANEY""
]",FALSE,John,Delaney,"Delaney, John K."
candidate,2019-06-26,01:16:17,2019-06-27 01:16:17.000,NBC 06-26-2019 Night 1,DELANEY,I know how to create jobs. We need a short-term strategy which is to put money in the pockets of workers with the earned income tax credit raising the minimum wage and creating family leave and then we need to have a long-term strategy to make sure this country is competitive and we're creating jobs everywhere in this country.,0.019,0.774,0.207,0.872,2599,976.694,2660,991.904,i know how to create jobs we need a short-term strategy which is to put money in the pockets of workers with the earned income tax credit raising the minimum wage and creating family leave and then we need to have a long-term strategy to make sure this country is competitive and we're creating jobs everywhere in this country,i know how to create jobs we need a short term strategy which is to put money in the pockets of workers with the earned income tax credit raising the minimum wage and created paid family leave and then we need to have a long term strategy to make sure this country is competitive and we're creating jobs everywhere in this country,0.9817073170731707,10.00000,P00006213,C00508416,Democrat,TRUE,@JOHNDELANEY,"[
  ""@JOHNDELANEY""
]",FALSE,John,Delaney,"Delaney, John K."
moderator,2019-06-26,01:16:33,2019-06-27 01:16:33.000,NBC 06-26-2019 Night 1,DIAZ-BALART,Thank you. Governor Inslee how would you address income inequality?,0.0,0.783,0.217,0.3612,2665,993.074,2668,994.634,thank you governor inslee how would you address income inequality,you address income inequality,0.6170212765957447,,,,,,,,,,,
candidate,2019-06-26,01:16:35,2019-06-27 01:16:35.000,NBC 06-26-2019 Night 1,INSLEE,Well I'm a little bit surprised. I think plans are great but I'm a governor. And we've got to realize the people who brought us the weekend unions need  are going to bring us a long overdue raise in America.,0.0,0.859,0.141,0.5285,2669,994.834,2706,1006.956,well i'm a little bit surprised i think plans are great but i'm a governor and we've got to realize the people who brought us the weekend unions need are going to bring us a long overdue raise in america,well i'm a little bit surprised i think plans are great but i'm a governor we got to realize the people who brought us the weekend unions need are going to bring us a long overdue raise america,0.9747474747474747,16.00000,P00010454,C00698050,Democrat,TRUE,@JAYINSLEE,"[
  ""@JAYINSLEE""
]",FALSE,Jay,Inslee,"Inslee, Jay R."
candidate,2019-06-26,01:16:48,2019-06-27 01:16:48.000,NBC 06-26-2019 Night 1,INSLEE,And I'm proud of standing up for unions. I've got a plan to reinvigorate collective bargaining so we can increase wages finally. I marched with the SEIU folks. It is not right that the CEO of McDonald's makes 2100 times more than the people slinging cash at McDonald's.,0.0,0.828,0.172,0.8387,2708,1007.706,2757,1025.136,and i'm proud of standing up for unions i've got a plan to reinvigorate collective bargaining so we can increase wages finally i marched with the seiu folks it is not right that the ceo of mcdonald's makes 2100 times more than the people slinging cash at mcdonald's,i'm proud of standing up for unions i've got a plan to reinvigorate collective bargaining so we can increase wages finally i marched with the s c i u folks it is not right that the ceo of mcdonald's makes 2100 times more than the people singing hash and mcdonald's,0.9716446124763705,16.00000,P00010454,C00698050,Democrat,TRUE,@JAYINSLEE,"[
  ""@JAYINSLEE""
]",FALSE,Jay,Inslee,"Inslee, Jay R."
candidate,2019-06-26,01:17:05,2019-06-27 01:17:05.000,NBC 06-26-2019 Night 1,INSLEE,And the next thing I'll do is put people to work in the jobs of the present and the future. Look it Donald Trump is simply wrong. He says wind turbines cause cancer. We know they cause jobs. And we know that we can put millions of people to work in the clean energy jobs of the future.,0.113,0.814,0.072,-0.5719,2758,1025.316,2815,1044.276,and the next thing i'll do is put people to work in the jobs of the present and the future look it donald trump is simply wrong he says wind turbines cause cancer we know they cause jobs and we know that we can put millions of people to work in the clean energy jobs of the future,and the next thing i'll do is put people to work in the jobs of the present and the future look what donald trump is simply wrong he says wind turbines cost cancer we know they cause jobs and we know that we can put millions of people to work in the clean energy jobs of the future,0.983957219251337,16.00000,P00010454,C00698050,Democrat,TRUE,@JAYINSLEE,"[
  ""@JAYINSLEE""
]",FALSE,Jay,Inslee,"Inslee, Jay R."
candidate,2019-06-26,01:17:25,2019-06-27 01:17:25.000,NBC 06-26-2019 Night 1,INSLEE,Carpenters IBEW members machinists we're doing it in my state today. And then we can do what America always does: lead the world and invent the future and put people to work. That's what we're going to do,0.0,1.0,0.0,0.0,2816,1044.646,2861,1060.276,carpenters ibew members machinists we're doing it in my state today and then we can do what america always does: lead the world and invent the future and put people to work that's what we're going to do,carpenters i b w's members machinists were doing it in my state today and then we can do in america always does lead the world an event the future and put people work so we're gonna do congressman ryan president trump and you just referred to,0.8018018018018018,16.00000,P00010454,C00698050,Democrat,TRUE,@JAYINSLEE,"[
  ""@JAYINSLEE""
]",FALSE,Jay,Inslee,"Inslee, Jay R."
moderator,2019-06-26,01:17:40,2019-06-27 01:17:40.000,NBC 06-26-2019 Night 1,DIAZ-BALART,So Congressman Ryan President Trump and you just referred to him promise of manufacturing jobs were all coming back to places like your home state of Ohio. Can you make that same promise?,0.0,0.809,0.191,0.7269,2862,1060.276,2885,1069.076,so congressman ryan president trump and you just referred to him promise of manufacturing jobs were all coming back to places like your home state of ohio can you make that same promise,him promise that manufacturing jobs roll coming back the place is like your home state of ohio can can you make that same promise,0.7388535031847133,,,,,,,,,,,
candidate,2019-06-26,01:17:50,2019-06-27 01:17:50.000,NBC 06-26-2019 Night 1,RYAN,Yes I believe you can but first let's say the president came he said don't sell your house to people in Youngstown Ohio. And then his administration just in the last two years we lost $4000  4000 jobs at a General Motors facility. That rippled throughout our community. General Motors got a tax cut. General Motors got a bailout. And then they have the audacity to move a new car that they're going to produce to Mexico.,0.093,0.883,0.024,-0.6542,2886,1070.026,2983,1102.866,yes i believe you can but first let's say the president came he said don't sell your house to people in youngstown ohio and then his administration just in the last two years we lost $4000 4000 jobs at a general motors facility that rippled throughout our community general motors got a tax cut general motors got a bailout and then they have the audacity to move a new car that they're going to produce to mexico,yes i believe you can but first let's say the president came he said don't sell your house to people in youngstown ohio and in his administration just in the last two years we lost $4000.4000 jobs at a general motors facility that rippled throughout our community general motors got a tax cut general motors got a bailout and then they have the audacity toe move a new car that they're gonna produce to mexico i've had family members that have the unbolt a machine from the factory floor put it in a box and ship it to,0.8678839957035446,27.00000,P00011338,C00701979,Democrat,TRUE,@TIMRYAN,"[
  ""@TIMRYAN""
]",FALSE,Timothy,Ryan,"Ryan, Timothy J."
candidate,2019-06-26,01:18:25,2019-06-27 01:18:25.000,NBC 06-26-2019 Night 1,RYAN,I've had family members that have to unbolt a machine from the factory floor put it in a box and ship it to China. My area where I come from in northeast Ohio this issue we're talking about here it's been going on 40 years. This is not a new phenomenon in the United States of America.,0.0,0.949,0.051,0.4215,2990,1105.156,3017,1113.666,i've had family members that have to unbolt a machine from the factory floor put it in a box and ship it to china my area where i come from in northeast ohio this issue we're talking about here it's been going on 40 years this is not a new phenomenon in the united states of america,from in northeast ohio this issue we're talking about here it's been going on 40 years this is not a new phenomenon in the united states of america,0.6853146853146853,27.00000,P00011338,C00701979,Democrat,TRUE,@TIMRYAN,"[
  ""@TIMRYAN""
]",FALSE,Timothy,Ryan,"Ryan, Timothy J."
candidate,2019-06-26,01:18:34,2019-06-27 01:18:34.000,NBC 06-26-2019 Night 1,RYAN,The bottom 60 percent haven't seen a raise since 1980. Meanwhile the top 1 percent control 90 percent of the wealth. We need an industrial policy saying we're going to dominate building electric vehicles there's going to be 30 million made in the next 10 years. I want half of them made in the United States. I want to dominate the solar industry,0.046,0.795,0.159,0.7506,3018,1113.886,3076,1131.712,the bottom 60 percent haven't seen a raise since 1980 meanwhile the top 1 percent control 90 percent of the wealth we need an industrial policy saying we're going to dominate building electric vehicles there's going to be 30 million made in the next 10 years i want half of them made in the united states i want to dominate the solar industry,"the bottom 60% haven't seen a raise since 1980 meanwhile the top one percent controlled 90% of the wealth we need an industrial policy saying we're going to dominate building electric vehicles there's gonna be 30,000,000 made in the next 10 years i want half of a maid in the united states i want to dominate the solar industry",0.9177877428998505,27.00000,P00011338,C00701979,Democrat,TRUE,@TIMRYAN,"[
  ""@TIMRYAN""
]",FALSE,Timothy,Ryan,"Ryan, Timothy J."
moderator,2019-06-26,,,NBC 06-26-2019 Night 1,DIAZ-BALART,Thank you.,0.0,0.286,0.714,0.3612,,,,,thank you,,0.0,,,,,,,,,,,
candidate,2019-06-26,01:18:52,2019-06-27 01:18:52.000,NBC 06-26-2019 Night 1,RYAN, and manufacture those here in the United States.,0.0,0.714,0.286,0.4215,3077,1131.852,3080,1133.392,and manufacture those here in the united states,and manufacture those here,0.7123287671232876,27.00000,P00011338,C00701979,Democrat,TRUE,@TIMRYAN,"[
  ""@TIMRYAN""
]",FALSE,Timothy,Ryan,"Ryan, Timothy J."
moderator,2019-06-26,01:18:54,2019-06-27 01:18:54.000,NBC 06-26-2019 Night 1,DIAZ-BALART,Senator Warren are they coming back? Are these jobs coming back?,0.0,1.0,0.0,0.0,3081,1133.562,3090,1137.722,senator warren are they coming back are these jobs coming back,senator warren are coming back for these jobs coming back,0.9243697478991597,,,,,,,,,,,
candidate,2019-06-26,01:18:58,2019-06-27 01:18:58.000,NBC 06-26-2019 Night 1,WARREN,So we've had an industrial policy in the United States for decades now and it's basically been let giant corporations do whatever they want to do. Giant corporations have exactly one loyalty and that is to profits. And if they can save a nickel by moving a job to Mexico or to Asia or to Canada they're going to do it.,0.0,0.798,0.202,0.9136,3091,1137.882,3150,1154.902,so we've had an industrial policy in the united states for decades now and it's basically been let giant corporations do whatever they want to do giant corporations have exactly one loyalty and that is to profits and if they can save a nickel by moving a job to mexico or to asia or to canada they're going to do it,so we've had an industrial policy in the united states for decades now and it's basically been let giant corporations do whatever they want to do giant corporations have exactly one loyalty and that is to profits and if they can save a nickel by moving a job to mexico or to asia to canada they're going to do it,0.9952153110047847,7.00000,P00009621,C00693234,Democrat,TRUE,@SENWARREN,"[
  ""@SENWARREN"",
  ""@EWARREN""
]",FALSE,Elizabeth,Warren,"Warren, Elizabeth"
candidate,2019-06-26,01:19:15,2019-06-27 01:19:15.000,NBC 06-26-2019 Night 1,WARREN,So here's what I propose for an industrial policy. Start with a place where there's a real need. There's going to be a worldwide need for green technology ways to clean up the air ways to clean up the water. And we can be the ones to provide that. We need to go tenfold in our research and development on green energy going forward.,0.0,0.884,0.116,0.7579,3151,1155.202,3227,1182.362,so here's what i propose for an industrial policy start with a place where there's a real need there's going to be a worldwide need for green technology ways to clean up the air ways to clean up the water and we can be the ones to provide that we need to go tenfold in our research and development on green energy going forward,so here's what i propose for an industrial policy start with a place where there's really need there's going to be a worldwide need for green technology ways to clean up the airways to clean up the water and we can be the ones to provide that we need to go 10 fold in our research and development on green energy going forward and then we need to say any corporation can come and use that research,0.8867403314917127,7.00000,P00009621,C00693234,Democrat,TRUE,@SENWARREN,"[
  ""@SENWARREN"",
  ""@EWARREN""
]",FALSE,Elizabeth,Warren,"Warren, Elizabeth"
candidate,2019-06-26,01:19:46,2019-06-27 01:19:46.000,NBC 06-26-2019 Night 1,WARREN,And then we need to say any corporation can come and use that research. They can make all kinds of products from it but they have to be manufactured right here in the United States of America.,0.0,0.907,0.093,0.5719,3239,1185.832,3261,1193.412,and then we need to say any corporation can come and use that research they can make all kinds of products from it but they have to be manufactured right here in the united states of america,to be manufactured right here in the united states of america and then we have to double down and sell it around the,0.42483660130718953,7.00000,P00009621,C00693234,Democrat,TRUE,@SENWARREN,"[
  ""@SENWARREN"",
  ""@EWARREN""
]",FALSE,Elizabeth,Warren,"Warren, Elizabeth"
candidate,2019-06-26,01:20:00,2019-06-27 01:20:00.000,NBC 06-26-2019 Night 1,WARREN,And then we have to double down and sell it around the world. There's a $23 trillion market coming for green products. We should be the leaders and the owners and we should have that 1.2 million manufacturing jobs here in America.,0.0,1.0,0.0,0.0,3273,1199.842,3290,1207.012,and then we have to double down and sell it around the world there's a $23 trillion market coming for green products we should be the leaders and the owners and we should have that 1 2 million manufacturing jobs here in america,"we should be the leaders and the owners and we should have that one point 2,000,000 manufacturing jobs",0.5227963525835866,7.00000,P00009621,C00693234,Democrat,TRUE,@SENWARREN,"[
  ""@SENWARREN"",
  ""@EWARREN""
]",FALSE,Elizabeth,Warren,"Warren, Elizabeth"
moderator,2019-06-26,,,NBC 06-26-2019 Night 1,DIAZ-BALART,Thank you.,0.0,0.286,0.714,0.3612,,,,,thank you,,0.0,,,,,,,,,,,
candidate,2019-06-26,,,NBC 06-26-2019 Night 1,WARREN,We can do this.,0.0,1.0,0.0,0.0,,,,,we can do this,,0.0,7.00000,P00009621,C00693234,Democrat,TRUE,@SENWARREN,"[
  ""@SENWARREN"",
  ""@EWARREN""
]",FALSE,Elizabeth,Warren,"Warren, Elizabeth"
moderator,2019-06-26,01:20:09,2019-06-27 01:20:09.000,NBC 06-26-2019 Night 1,HOLT,All right. We're going to turn to the issue of health care right now and really try to understand where there may or may not be daylight between you. Many people watching at home have health insurance coverage through their employer. Who here would abolish their private health insurance in favor of a government-run plan? Just a show of hands start off with.,0.0,0.909,0.091,0.7096,3292,1209.482,3353,1226.282,all right we're going to turn to the issue of health care right now and really try to understand where there may or may not be daylight between you many people watching at home have health insurance coverage through their employer who here would abolish their private health insurance in favor of a government-run plan just a show of hands start off with,all right we're gonna turn to the issue of health care right now i really try to understand whether may or may not be daylight between you many people watching at home have health insurance coverage through their employer who here would abolish their private health insurance in favor of a government run plan just a show of hands start out with,0.9699570815450643,,,,,,,,,,,
moderator,2019-06-26,01:20:30,2019-06-27 01:20:30.000,NBC 06-26-2019 Night 1,HOLT,All right well Senator Klobuchar let me put the question to you. You're one of the Democrats who wants to keep private insurance in addition to a government health care plan. Why is an incremental approach in your view better than a sweeping overhaul?,0.0,0.826,0.174,0.802,3354,1229.652,3398,1243.722,all right well senator klobuchar let me put the question to you you're one of the democrats who wants to keep private insurance in addition to a government health care plan why is an incremental approach in your view better than a sweeping overhaul,all right well senator clovis here let me put the question to you you're one of the democrats who wants to keep private insurance in addition to a government health care plan why is an incremental approach in your view better than a sweeping overhaul,0.9759036144578314,,,,,,,,,,,
candidate,2019-06-26,01:20:44,2019-06-27 01:20:44.000,NBC 06-26-2019 Night 1,KLOBUCHAR,Well I think it's a bold approach. It's something that Barack Obama wanted to do when we were working on the Affordable Care Act. And that is a public option.,0.0,0.752,0.248,0.7845,3399,1243.722,3427,1251.992,well i think it's a bold approach it's something that barack obama wanted to do when we were working on the affordable care act and that is a public option,i think it's a bold approach it's something that barack obama wanted to do when we were working on the affordable care act and that is a public option,0.9836065573770492,12.00000,P80006117,C00696419,Democrat,TRUE,@AMYKLOBUCHAR,"[
  ""@AMYKLOBUCHAR""
]",FALSE,Amy,Klobuchar,"Klobuchar, Amy J."
candidate,2019-06-26,01:20:52,2019-06-27 01:20:52.000,NBC 06-26-2019 Night 1,KLOBUCHAR,I am just simply concerned about kicking half of America off of their health insurance in four years which is exactly what this bill says. So let me go on beyond that.,0.0,1.0,0.0,0.0,3428,1252.212,3458,1263.752,i am just simply concerned about kicking half of america off of their health insurance in four years which is exactly what this bill says so let me go on beyond that,i am just simply concerned about kicking half of america offer their health insurance in four years which is exactly what this bill says so let me go on beyond that,0.9848024316109423,12.00000,P80006117,C00696419,Democrat,TRUE,@AMYKLOBUCHAR,"[
  ""@AMYKLOBUCHAR""
]",FALSE,Amy,Klobuchar,"Klobuchar, Amy J."
candidate,2019-06-26,01:21:04,2019-06-27 01:21:04.000,NBC 06-26-2019 Night 1,KLOBUCHAR,There is a much bigger issue in addition to that and that is pharmaceuticals. The president literally went on TV on Fox and said that people's heads would spin when they see how much he would bring down pharmaceutical prices. Instead 2500 drugs have gone up in double-digits since he came into office. Instead he gave $100 billion in giveaways to the pharma companies.,0.0,1.0,0.0,0.0,3459,1263.932,3522,1288.542,there is a much bigger issue in addition to that and that is pharmaceuticals the president literally went on tv on fox and said that people's heads would spin when they see how much he would bring down pharmaceutical prices instead 2500 drugs have gone up in double-digits since he came into office instead he gave $100 billion in giveaways to the pharma companies,"there is a much bigger issue in addition to that and that is pharmaceuticals the president literally went on tv on fox and said that people's head would spin when they see how much he would bring down pharmaceutical prices instead 2500 drugs have gone up in double digits since he came into office instead he gave $100,000,000,000 in giveaways to the farmer companies",0.960328317373461,12.00000,P80006117,C00696419,Democrat,TRUE,@AMYKLOBUCHAR,"[
  ""@AMYKLOBUCHAR""
]",FALSE,Amy,Klobuchar,"Klobuchar, Amy J."
candidate,2019-06-26,01:21:29,2019-06-27 01:21:29.000,NBC 06-26-2019 Night 1,KLOBUCHAR,For the rest of us for the rest of America that's what we call at home all foam and no beer. We got nothing out of it.,0.078,0.922,0.0,-0.296,3523,1288.552,3549,1295.772,for the rest of us for the rest of america that's what we call at home all foam and no beer we got nothing out of it,for the rest of us for the rest of america that's what we call it home all foam and no beer we got nothing out of it,0.9913793103448276,12.00000,P80006117,C00696419,Democrat,TRUE,@AMYKLOBUCHAR,"[
  ""@AMYKLOBUCHAR""
]",FALSE,Amy,Klobuchar,"Klobuchar, Amy J."
candidate,2019-06-26,01:21:36,2019-06-27 01:21:36.000,NBC 06-26-2019 Night 1,KLOBUCHAR,And so my proposal is to do something about pharma to take them on to allow negotiation under Medicare to bring in less expensive drugs from other countries. And pharma thinks they own Washington? Well they don't own me.,0.0,0.902,0.098,0.4588,3550,1296.022,3587,1307.702,and so my proposal is to do something about pharma to take them on to allow negotiation under medicare to bring in less expensive drugs from other countries and pharma thinks they own washington well they don't own me,and so my proposal is to do something about pharma to take them on to allow negotiation under medicare to bring in less expensive drugs from other countries and farmer thinks they own washington well they don't own,0.9791183294663574,12.00000,P80006117,C00696419,Democrat,TRUE,@AMYKLOBUCHAR,"[
  ""@AMYKLOBUCHAR""
]",FALSE,Amy,Klobuchar,"Klobuchar, Amy J."
moderator,2019-06-26,01:21:48,2019-06-27 01:21:48.000,NBC 06-26-2019 Night 1,HOLT,Your time is up. Thank you.,0.0,0.667,0.333,0.3612,3588,1307.712,3591,1308.842,your time is up thank you,time is thank you,0.8095238095238095,,,,,,,,,,,
moderator,2019-06-26,01:21:51,2019-06-27 01:21:51.000,NBC 06-26-2019 Night 1,HOLT,Senator Warren you signed on to Bernie Sanders' Medicare for all plan. It would put essentially everybody on Medicare and then eliminate private plans that offer similar coverage. Is that the plan or path that you would pursue as president?,0.0,1.0,0.0,0.0,3592,1311.352,3630,1325.012,senator warren you signed on to bernie sanders' medicare for all plan it would put essentially everybody on medicare and then eliminate private plans that offer similar coverage is that the plan or path that you would pursue as president,senator warren you signed on to bernie sanders medicare for all planet would put essentially everybody on medicare and then eliminate private plans that offer similar coverage is that the plan their path that you would pursue as president,0.9810526315789474,,,,,,,,,,,
candidate,2019-06-26,01:22:05,2019-06-27 01:22:05.000,NBC 06-26-2019 Night 1,WARREN,So yes. I'm with Bernie on Medicare for all. And let me tell you why.,0.0,0.824,0.176,0.4576,3631,1325.192,3645,1328.712,so yes i'm with bernie on medicare for all and let me tell you why,so yes i'm with bernie on medicare for all and let me tell you why,1.0,7.00000,P00009621,C00693234,Democrat,TRUE,@SENWARREN,"[
  ""@SENWARREN"",
  ""@EWARREN""
]",FALSE,Elizabeth,Warren,"Warren, Elizabeth"
candidate,2019-06-26,01:22:09,2019-06-27 01:22:09.000,NBC 06-26-2019 Night 1,WARREN,I spent a big chunk of my life studying why families go broke. And one of the number-one reasons is the cost of health care medical bills. And that's not just for people who don't have insurance. It's for people who have insurance.,0.062,0.867,0.071,0.1027,3646,1329.162,3689,1343.512,i spent a big chunk of my life studying why families go broke and one of the number-one reasons is the cost of health care medical bills and that's not just for people who don't have insurance it's for people who have insurance,i spent a big chunk of my life studying why families go broke and one of the number one reasons is the cost of health care medical bills and that's not just for people who don't have insurance it's for people who have insurance,0.9955947136563876,7.00000,P00009621,C00693234,Democrat,TRUE,@SENWARREN,"[
  ""@SENWARREN"",
  ""@EWARREN""
]",FALSE,Elizabeth,Warren,"Warren, Elizabeth"
candidate,2019-06-26,01:22:24,2019-06-27 01:22:24.000,NBC 06-26-2019 Night 1,WARREN,Look at the business model of an insurance company. It's to bring in as many dollars as they can in premiums and to pay out as few dollars as possible for your health care. That leaves families with rising premiums rising copays and fighting with insurance companies to try to get the health care that their doctors say that they and their children need. Medicare for all solves that problem.,0.083,0.809,0.107,0.4404,3690,1343.872,3758,1371.094,look at the business model of an insurance company it's to bring in as many dollars as they can in premiums and to pay out as few dollars as possible for your health care that leaves families with rising premiums rising copays and fighting with insurance companies to try to get the health care that their doctors say that they and their children need medicare for all solves that problem,look at the business model of an insurance company it's to bring in as many dollars as they can in premiums and pay out as few dollars as possible for your health care that leaves families with rising premiums rising copays and fighting with insurance companies to try to get the health care that their doctors say that they and their children need medicare for all solves that problem,0.9961190168175937,7.00000,P00009621,C00693234,Democrat,TRUE,@SENWARREN,"[
  ""@SENWARREN"",
  ""@EWARREN""
]",FALSE,Elizabeth,Warren,"Warren, Elizabeth"
candidate,2019-06-26,01:22:51,2019-06-27 01:22:51.000,NBC 06-26-2019 Night 1,WARREN,And I understand. There are a lot of politicians who say oh it's just not possible we just can't do it have a lot of political reasons for this. What they're really telling you is they just won't fight for it. Well health care is a basic human right and I will fight for basic human rights,0.0,0.832,0.168,0.8257,3759,1371.334,3812,1387.664,and i understand there are a lot of politicians who say oh it's just not possible we just can't do it have a lot of political reasons for this what they're really telling you is they just won't fight for it well health care is a basic human right and i will fight for basic human rights,and i understand there are a lot of politicians who say oh it's just not possible we just can't do it have a lot of political reasons for this what they're really telling you is they just won't fight for it well health care is a basic human right and i will fight for,0.9656419529837251,7.00000,P00009621,C00693234,Democrat,TRUE,@SENWARREN,"[
  ""@SENWARREN"",
  ""@EWARREN""
]",FALSE,Elizabeth,Warren,"Warren, Elizabeth"
